x,y,accel,injury
3015,1308,-0.09071058606467204,-0.2413128033057327
2902,1310,-0.0684754353694534,-0.2843318867960389
2788,1311,-0.006651662519343187,-0.24700194059442074
2675,1313,-0.18216802715832503,-0.15853975529828226
2561,1315,-0.12611719368116972,-0.0019520220682930727
2448,1316,-0.1555193148276007,-0.2356080235675487
2334,1318,-0.11069508519472963,-0.3380298094359962
2221,1319,-0.15816637310189213,-0.4097953666645817
2107,1321,-0.09609416634368444,-0.30535674103176885
1993,1323,-0.20746048164388103,0.13975285169572074
1880,1324,-0.1366378805406854,-0.23380895824284356
1766,1326,0.04923160995291884,0.09943253342517121
1653,1328,0.09674675396980718,-0.22772217387721938
1539,1329,-0.09520125022675312,0.550795289167962
1426,1331,-0.35269966989759627,-0.33487739566675373
1312,1333,-0.33269019879996303,-0.355562224339514
1199,1334,-0.20402829703126213,-0.4514853065414824
1085,1336,-0.36739205330542846,-0.08641690498877123
972,1337,-0.1794346118932069,-0.20702021771199788
858,1339,-0.1090706034997881,-0.12506728993702523
745,1341,0.5818330851490114,1.9118125007088576
5571,1369,0.6370392418670692,0.0956596536732241
5458,1371,-0.02083561657962605,-0.3904613100708511
5344,1373,-0.500937524812907,-0.09793168208487517
5231,1374,-0.34346556377356413,-0.367928160130077
5117,1376,-0.157819143657949,-0.36175719719826055
5004,1377,-0.025166412236910834,-0.39137827674005793
4890,1379,-0.04702904076367424,-0.04630528961806546
4777,1381,0.17919689388526086,-0.38890398667650206
4663,1382,0.18259434241883218,-0.22240235877541517
4550,1384,-0.15803780516076277,-0.15937912799480344
4436,1386,-0.19438052831899308,-0.3637925914494946
4322,1387,-0.29527603067054803,0.1421008883672116
4209,1389,0.028308199960526904,-0.36794861246414695
4095,1391,0.16817231285562534,-0.3510878373365279
3982,1392,0.15457741077052736,-0.31162947894483506
3868,1394,0.21694413350602879,-0.06042773671974707
3755,1396,0.25818435706806314,-0.3297894243169997
3641,1397,0.28736005490392114,-0.334006138735688
3528,1399,0.11630608213484568,-0.07487124814032975
3414,1400,0.0020263741338744034,-0.12876159766731532
3301,1402,0.04418099534168262,-0.4514853065414824
3187,1404,0.0945273079941493,-0.4514853065414824
3074,1405,0.07847181161523561,-0.4514853065414824
2960,1407,0.03884263991976709,-0.33301553367530623
2846,1409,0.07803616502467736,-0.35019960857582166
2733,1410,-0.058765251191464515,-0.2155103800233132
2619,1412,0.10101657534535247,0.0732775805087234
2506,1414,-0.3244126292336272,-0.09997950448778574
2392,1415,-0.1502538882095392,0.09960425195264642
2279,1417,-0.019446634929396196,-0.3929980123674714
2165,1418,-0.32443920556932004,-0.4210956632250477
2052,1420,-0.2873028464870682,-0.37405138050431136
1938,1422,-0.1732831127545315,-0.3598577596408992
1825,1423,-0.10549554348316421,-0.12527684880826298
1711,1425,-0.053869368302538946,-0.1716369820223558
1597,1427,0.04231043495005425,-0.3262425782499761
1484,1428,-0.2848318192819232,-0.4514853065414824
1370,1430,-0.35719378278597946,-0.14748766999543383
1257,1432,-0.16188301547666656,-0.41869761477349376
1143,1433,-0.28185959446242764,-0.32718724100397484
